,city,district,neighborhood,room,living_room,area,age,floor,price
621,izmir,bornova,kazimdirik,3,1,150,31,4,25000
622,izmir,karsiyaka,nergiz,2,1,140,18,2,16000
623,izmir,menemen,85_yil_cumhuriyet,1,1,45,5,0,12500
624,izmir,dikili,candarli,3,1,120,10,2,22000
625,izmir,cigli,kucuk_cigli,3,1,130,10,4,18000
626,izmir,karsiyaka,semikler,2,1,90,4,1,21000
629,izmir,gaziemir,irmak,3,1,135,25,0,15000
630,izmir,narlidere,2_inonu,3,1,175,10,6,35000
631,izmir,buca,buca_osb,1,1,70,6,-1,10000
632,izmir,guzelbahce,yelki,2,1,85,2,1,22000
633,izmir,karsiyaka,mavisehir,1,1,76,4,5,32000
634,izmir,urla,kalabak,3,1,110,11,0,27000
635,izmir,konak,zafertepe,2,1,125,0,4,22000
636,izmir,gaziemir,fatih,1,1,50,0,3,15000
637,izmir,buca,ataturk,2,1,90,8,0,13000
638,izmir,cigli,balatcik,3,1,160,3,4,27000
639,izmir,karsiyaka,atakent,3,1,160,30,3,40000
642,izmir,foca,kazim_dirik,3,1,130,0,0,15000
643,izmir,balcova,koruturk,3,1,220,23,6,35000
644,izmir,menemen,istiklal,3,1,120,6,2,20500
646,izmir,cigli,inonu,2,1,95,4,6,15000
647,izmir,menderes,kemalpasa,4,1,170,0,2,40000
648,izmir,menemen,yesil_pinar,2,1,90,12,1,7500
651,izmir,karsiyaka,imbatli,2,1,100,0,4,18000
652,izmir,konak,kultur,2,1,120,25,2,29999
653,izmir,karabaglar,gulyaka,2,1,80,6,2,14750
654,izmir,seferihisar,hidirlik,2,1,75,5,0,5000
655,izmir,foca,mustafa_kemal_ataturk,2,1,85,0,2,25000
657,izmir,seferihisar,hidirlik,1,1,55,0,3,12500
659,izmir,karsiyaka,yali,3,1,95,10,-2,20000
660,izmir,konak,murat_reis,2,1,80,2,1,20000
661,izmir,menderes,gumuldur_fevzi_cakmak,2,1,85,15,0,14000
662,izmir,bornova,evka_4,2,1,90,35,2,12000
664,izmir,karsiyaka,dedebasi,3,1,140,15,5,23000
665,izmir,karabaglar,fahrettin_altay,3,1,120,35,4,28000
666,izmir,menemen,ugur_mumcu,2,1,95,2,3,16000
667,izmir,cigli,inonu,3,1,110,5,5,20000
669,izmir,konak,mimar_sinan,3,1,180,26,5,30000
670,izmir,karsiyaka,donanmaci,3,1,135,35,3,33000
671,izmir,odemis,ataturk,3,1,180,20,3,15000
672,izmir,cigli,yakakent,2,1,100,3,0,24000
674,izmir,cigli,balatcik,2,1,96,2,2,18000
675,izmir,bornova,inonu,3,1,120,20,4,19000
676,izmir,buca,menderes,3,1,163,20,2,25000
677,izmir,dikili,ismetpasa,2,1,90,15,1,20000
678,izmir,bayrakli,korfez,3,1,124,16,1,16000
679,izmir,seferihisar,ataturk,3,1,165,24,2,30000
680,izmir,bergama,ayvatlar,3,1,120,11,2,13500
681,izmir,karsiyaka,aksoy,4,1,220,40,4,45000
682,izmir,konak,cankaya,3,1,155,29,4,35000
683,izmir,bornova,mevlana,2,1,91,9,2,18500
684,izmir,bayrakli,tepekule,3,1,95,30,0,12500
685,izmir,torbali,ayrancilar,3,1,145,13,3,16000
686,izmir,buca,adatepe,2,1,75,16,3,12000
687,izmir,balcova,cetin_emec,2,1,70,28,0,15000
688,izmir,karsiyaka,bostanli,3,1,135,30,5,30000
689,izmir,bornova,kazimdirik,1,1,72,6,2,24000
690,izmir,karabaglar,yasar_kemal,2,1,80,12,4,13000
691,izmir,menemen,inonu,1,1,55,5,2,10000
692,izmir,bornova,evka_3,1,1,55,0,3,18500
693,izmir,foca,yenibagarasi,2,1,100,6,0,14500
694,izmir,karsiyaka,fikri_altay,3,1,120,10,4,18000
695,izmir,buca,kurucesme,1,1,55,3,3,16000
696,izmir,konak,gunesli,3,1,120,31,2,24000
698,izmir,balcova,teleferik,3,1,140,30,2,20000
699,izmir,balcova,cetin_emec,3,1,140,35,4,25000
701,izmir,bornova,inonu,2,1,120,5,3,20000
703,izmir,konak,barbaros,2,1,194,4,5,23000
705,izmir,konak,murat_reis,2,1,100,30,2,13500
706,izmir,bayrakli,sogukkuyu,3,1,150,15,6,18000
707,izmir,karsiyaka,bostanli,3,1,160,28,1,37000
708,izmir,menemen,ismet_inonu,2,1,90,5,3,14000
709,izmir,menemen,inonu,1,1,55,8,2,11000
710,izmir,karabaglar,bahcelievler,3,1,150,28,3,25000
712,izmir,karabaglar,vatan,3,1,90,25,1,11000
713,izmir,konak,mehmet_ali_akman,2,1,110,32,3,28000
714,izmir,bornova,inonu,2,1,100,25,3,12000
715,izmir,konak,atilla,2,1,80,30,1,10000
716,izmir,menemen,incirli_pinar,3,1,115,4,5,14000
717,izmir,narlidere,narli,3,1,155,20,4,30000
718,izmir,buca,firat,3,1,150,18,1,20000
719,izmir,foca,fatih,1,1,45,1,0,50000
720,izmir,buca,kurucesme,2,1,85,2,5,15000
721,izmir,buca,hurriyet,1,1,45,4,1,10500
722,izmir,guzelbahce,yali,3,1,110,26,1,18000
723,izmir,urla,guvendik,2,1,85,10,1,60000
724,izmir,urla,ataturk,2,1,90,15,5,40000
725,izmir,cigli,kucuk_cigli,1,1,45,4,2,16200
726,izmir,menemen,tulbentli,4,1,190,3,2,30000
727,izmir,menemen,85_yil_cumhuriyet,2,1,110,4,2,17500
729,izmir,dikili,candarli,4,1,150,10,2,27500
731,izmir,gaziemir,atifbey,2,1,115,11,3,22000
732,izmir,karsiyaka,yali,1,1,87,11,2,34000
734,izmir,selcuk,cumhuriyet,2,1,140,25,2,16000
735,izmir,menderes,gumuldur_fevzi_cakmak,1,1,55,6,1,12000
736,izmir,bayrakli,cay,1,1,65,0,1,17000
739,izmir,karabaglar,gulyaka,2,1,85,0,1,14000
741,izmir,karabaglar,uzundere,1,1,65,3,3,13000
742,izmir,karabaglar,tahsin_yazici,2,1,100,5,1,14000
743,izmir,karsiyaka,bahcelievler,3,1,125,30,4,18000
744,izmir,karsiyaka,alaybey,3,1,120,44,4,30000
745,izmir,gaziemir,atifbey,3,1,135,20,1,22000
746,izmir,buca,camlik,2,1,70,16,0,10000
747,izmir,seferihisar,sigacik,3,1,160,11,0,30000
749,izmir,narlidere,huzur,3,1,120,15,2,17500
750,izmir,karsiyaka,semikler,2,1,100,7,4,18500
751,izmir,menemen,85_yil_cumhuriyet,1,1,45,0,3,9000
752,izmir,konak,kilic_reis,3,1,170,31,1,20000
755,izmir,buca,firat,2,1,100,15,3,10000
756,izmir,dikili,gazipasa,1,1,80,1,0,20000
757,izmir,menemen,gazi,3,1,125,0,1,17500
758,izmir,guzelbahce,maltepe,3,1,135,15,5,32000
759,izmir,konak,atilla,2,1,90,12,6,17000
760,izmir,karsiyaka,bostanli,3,1,180,30,2,28000
761,izmir,buca,yesilbaglar,3,1,170,9,3,30000
762,izmir,bornova,kazimdirik,2,1,68,0,5,30000
763,izmir,bergama,bahcelievler,3,1,135,25,2,21000
764,izmir,gaziemir,gazikent,3,1,110,30,5,18000
765,izmir,dikili,ismetpasa,2,1,95,10,3,15000
766,izmir,karsiyaka,donanmaci,3,1,140,31,3,17500
770,izmir,balcova,fevzi_cakmak,4,1,205,18,2,25000
771,izmir,karsiyaka,bostanli,2,1,115,0,5,38000
772,izmir,buca,kurucesme,1,1,50,4,0,12000
774,izmir,cigli,atasehir,3,1,135,16,3,25500
776,izmir,karabaglar,gunaltay,2,1,80,26,1,8500
777,izmir,balcova,onur,3,1,140,26,3,15000
778,izmir,karsiyaka,bostanli,3,1,125,4,2,32000
779,izmir,buca,adatepe,1,1,55,4,0,11000
781,izmir,menemen,mermerli,2,1,100,21,3,12500
782,izmir,bornova,evka_3,1,1,56,0,3,20000
785,izmir,karabaglar,bahcelievler,3,1,150,28,3,25000
786,izmir,karsiyaka,bostanli,2,1,130,25,5,20000
788,izmir,karabaglar,metin_oktay,2,1,103,30,3,11000
789,izmir,bornova,erzene,3,1,100,32,3,16000
790,izmir,karabaglar,esentepe,1,1,70,4,4,20000
791,izmir,karsiyaka,bahcelievler,3,1,140,21,1,26000
793,izmir,karsiyaka,ornekkoy,3,1,125,0,3,27000
794,izmir,bayrakli,emek,2,1,100,15,1,8000
795,izmir,cigli,balatcik,1,1,65,6,3,13500
796,izmir,konak,mimar_sinan,3,1,160,31,3,20500
799,izmir,urla,ataturk,2,1,90,25,5,18000
800,izmir,menemen,29_ekim,3,1,135,10,1,19000
801,izmir,balcova,onur,1,1,85,21,0,19000
802,izmir,konak,mithatpasa,3,1,145,26,1,21000
803,izmir,menemen,85_yil_cumhuriyet,1,1,50,0,0,8250
804,izmir,menemen,30_agustos,2,1,145,0,6,21000
805,izmir,cigli,evka_5,1,1,70,5,6,12500
807,izmir,bornova,kazimdirik,2,1,80,0,5,30000
808,izmir,menderes,gumuldur_fevzi_cakmak,2,1,75,5,-2,10000
809,izmir,selcuk,isa_bey,1,1,75,20,0,12000
810,izmir,cesme,musalla,1,1,55,4,0,20000
812,izmir,konak,mimar_sinan,3,1,130,30,4,25000
813,izmir,bornova,kazimdirik,3,1,124,0,3,39500
814,izmir,bayrakli,manavkuyu,3,1,125,35,6,20000
815,izmir,balcova,fevzi_cakmak,2,1,85,5,3,20000
816,izmir,bornova,kizilay,1,1,45,6,0,12500
819,izmir,buca,yildiz,1,1,50,3,2,14500
820,izmir,karabaglar,doganay,3,1,125,30,5,15000
821,izmir,konak,atilla,3,1,110,30,6,13500
822,izmir,bayrakli,bayrakli,3,1,130,21,2,16000
823,izmir,balcova,koruturk,2,1,90,14,1,18000
824,izmir,bornova,kazimdirik,1,1,48,4,4,18000
825,izmir,foca,mustafa_kemal_ataturk,2,1,70,0,3,18000
826,izmir,cigli,harmandali_gazi_mustafa_kemal_ataturk,2,1,105,5,1,12500
828,izmir,cigli,ataturk,3,1,130,20,6,15000
829,izmir,karabaglar,vatan,2,1,110,21,5,15000
831,izmir,bayrakli,manavkuyu,3,1,125,26,6,17500
832,izmir,karsiyaka,bahriye_ucok,3,1,160,22,2,25000
833,izmir,konak,kultur,4,1,150,35,5,25000
834,izmir,seferihisar,camikebir,1,1,60,5,1,13000
837,izmir,karsiyaka,bahcelievler,2,1,120,20,1,18000
839,izmir,menemen,ataturk,1,1,55,1,3,10500
840,izmir,balcova,koruturk,1,1,58,7,2,25000
841,izmir,bayrakli,mansuroglu,3,1,140,25,1,12000
842,izmir,gaziemir,irmak,3,1,140,20,3,15000
844,izmir,menemen,gazi,3,1,125,0,3,18500
846,izmir,guzelbahce,yelki,3,1,132,7,3,37000
847,izmir,bornova,gurpinar,3,1,130,12,2,20000
848,izmir,konak,altintas,2,1,120,31,4,17000
849,izmir,karsiyaka,bostanli,3,1,160,25,2,25000
852,izmir,bergama,fevzipasa,2,1,120,18,2,20000
853,izmir,cigli,balatcik,1,1,80,3,3,17000
854,izmir,buca,kurucesme,1,1,45,5,3,11000
855,izmir,karsiyaka,semikler,3,1,110,3,5,21500
856,izmir,balcova,koruturk,3,1,110,30,1,18000
857,izmir,menderes,ozdere_cumhuriyet,2,1,85,1,3,10000
858,izmir,karabaglar,refet_bele,3,1,130,20,3,21000
859,izmir,bornova,kazimdirik,1,1,45,4,3,27000
860,izmir,bornova,ataturk,3,1,140,18,1,16000
862,izmir,cigli,balatcik,1,1,65,6,3,15750
863,izmir,cigli,koyici,2,1,85,10,1,12000
864,izmir,dikili,bademli,2,1,85,25,1,12000
865,izmir,konak,mithatpasa,3,1,145,26,1,21000
867,izmir,karsiyaka,mavisehir,3,1,150,11,4,46000
869,izmir,buca,ataturk,2,1,95,7,0,13000
870,izmir,karabaglar,doganay,3,1,130,30,5,14000
874,izmir,cesme,ismet_inonu,2,1,160,7,2,33000
875,izmir,karabaglar,esenyali,3,1,140,31,2,27500
876,izmir,guzelbahce,mustafa_kemal_pasa,3,1,161,7,0,28900
877,izmir,guzelbahce,yali,3,1,168,11,1,30000
878,izmir,urla,denizli,3,1,135,5,2,40000
879,izmir,buca,yaylacik,1,1,55,15,1,9250
882,izmir,menemen,kasimpasa,4,1,154,25,3,15000
883,izmir,balcova,onur,1,1,55,5,4,17250
884,izmir,urla,gulbahce,3,1,150,15,2,58000
885,izmir,buca,yildiz,3,1,120,20,1,17000
886,izmir,bornova,kizilay,3,1,110,25,2,15000
887,izmir,bayrakli,bayrakli,2,1,85,30,3,13500
888,izmir,odemis,hurriyet,2,1,90,4,2,14000
890,izmir,karsiyaka,imbatli,1,1,55,0,6,15900
891,izmir,karsiyaka,ornekkoy,3,1,120,26,5,15000
892,izmir,odemis,umurbey,2,1,90,19,4,13500
893,izmir,karsiyaka,fikri_altay,2,1,90,5,2,25000
895,izmir,konak,mehmet_ali_akman,3,1,100,31,0,20000
896,izmir,konak,alsancak,2,1,110,25,4,18500
898,izmir,karabaglar,devrim,3,1,135,16,1,10757
899,izmir,karabaglar,bahcelievler,3,1,125,26,4,19000
901,izmir,karabaglar,reis,2,1,95,31,5,15000
902,izmir,karsiyaka,tuna,4,1,170,31,6,40000
903,izmir,karaburun,mordogan,3,1,135,26,0,22500
904,izmir,menemen,inonu,1,1,45,5,3,11000
905,izmir,dikili,salimbey,1,1,75,15,2,35000
906,izmir,seferihisar,colak_ibrahim_bey,3,1,150,5,1,22000
907,izmir,urla,balikliova,2,1,140,5,3,20000
908,izmir,menemen,gazi_mustafa_kemal,1,1,55,10,3,10750
909,izmir,konak,atilla,2,1,95,22,1,15000
911,izmir,karabaglar,tahsin_yazici,2,1,95,2,1,17000
913,izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,5,0,10000
914,izmir,menemen,tulbentli,2,1,120,0,6,16500
915,izmir,menemen,gazi,2,1,90,16,2,12000
916,izmir,torbali,fevzi_cakmak,3,1,130,8,3,13000
917,izmir,buca,camlikule,4,1,178,12,2,24000
918,izmir,balcova,fevzi_cakmak,3,1,135,3,1,27000
919,izmir,torbali,inonu,2,1,110,0,3,14000
920,izmir,balcova,egitim,2,1,110,31,3,15000
921,izmir,balcova,koruturk,3,1,115,35,4,16000
922,izmir,gaziemir,gazi,2,1,85,3,1,15000
923,izmir,balcova,cetin_emec,2,1,85,30,0,15000
924,izmir,bornova,ataturk,2,1,120,30,1,15000
925,izmir,karabaglar,bahcelievler,3,1,140,35,2,17000
926,izmir,bornova,erzene,2,1,110,4,0,16000
927,izmir,bornova,kazimdirik,2,1,97,30,3,21000
928,izmir,bornova,erzene,3,1,135,25,1,15000
930,izmir,konak,kahramanlar,1,1,40,4,1,25000
931,izmir,menderes,golcukler,2,1,115,10,0,15000
933,izmir,urla,ozbek,3,1,110,30,2,27000
934,izmir,karsiyaka,goncalar,2,1,110,3,2,35000
935,izmir,dikili,gazipasa,3,1,120,25,1,30000
936,izmir,konak,murat_reis,3,1,110,40,3,16000
937,izmir,karsiyaka,bahriye_ucok,3,1,120,30,4,20500
939,izmir,seferihisar,camikebir,2,1,110,25,1,15000
940,izmir,bornova,kazimdirik,2,1,96,9,3,30000
941,izmir,karsiyaka,bostanli,1,1,90,30,2,20000
944,izmir,dikili,candarli,3,1,165,0,0,19000
945,izmir,karabaglar,arap_hasan,2,1,100,30,5,15000
946,izmir,konak,murat_reis,3,1,125,40,3,15000
947,izmir,cesme,celal_bayar,1,1,75,15,0,22500
949,izmir,buca,ataturk,1,1,60,5,2,11500
950,izmir,karsiyaka,alaybey,1,1,75,2,2,18000
951,izmir,narlidere,catalkaya,3,1,130,25,1,23000
953,izmir,balcova,onur,3,1,115,30,1,15000
954,izmir,konak,alsancak,3,1,120,40,3,16500
955,izmir,urla,guvendik,1,1,55,1,0,25000
956,izmir,karabaglar,tahsin_yazici,3,1,125,10,4,21000
957,izmir,konak,alsancak,2,1,100,25,6,19000
959,izmir,buca,camlikule,2,1,85,30,0,12000
960,izmir,bayrakli,bayrakli,3,1,125,21,3,21000
961,izmir,karsiyaka,aksoy,3,1,170,25,3,48000
962,izmir,cigli,harmandali_gazi_mustafa_kemal_ataturk,2,1,92,0,2,18000
963,izmir,karaburun,mordogan,3,1,120,0,2,50000
965,izmir,karabaglar,vatan,2,1,110,13,1,15000
967,izmir,balcova,teleferik,3,1,181,15,3,25000
969,izmir,seferihisar,camikebir,1,1,50,2,2,13000
972,izmir,buca,adatepe,1,1,55,5,0,13250
973,izmir,bayrakli,postacilar,2,1,95,25,2,9000
974,izmir,buca,yenigun,2,1,87,29,3,13500
975,izmir,konak,mithatpasa,3,1,125,35,2,27500
976,izmir,karsiyaka,alaybey,3,1,120,40,4,15000
977,izmir,buca,yildiz,3,1,150,11,4,21000
978,izmir,bayindir,fatih,3,1,130,11,3,15000
979,izmir,karsiyaka,ornekkoy,3,1,125,5,2,20000
980,izmir,gaziemir,yesil,2,1,85,11,2,16500
981,izmir,karsiyaka,zubeyde_hanim,1,1,50,1,1,13500
982,izmir,konak,mehmet_ali_akman,2,1,100,40,2,27500
983,izmir,menderes,kemalpasa,3,1,140,5,1,30000
984,izmir,konak,goztepe,2,1,85,35,4,12500
985,izmir,menemen,30_agustos,3,1,145,7,4,22000
989,izmir,karabaglar,basin_sitesi,2,1,115,36,2,18500
990,izmir,menemen,85_yil_cumhuriyet,1,1,60,5,0,8000
991,izmir,gaziemir,dokuz_eylul,1,1,60,4,0,16000
992,izmir,konak,gunesli,3,1,125,23,2,24500
994,izmir,konak,gunesli,3,1,125,25,3,24000
995,izmir,seferihisar,colak_ibrahim_bey,2,1,100,0,0,17000
998,izmir,menderes,gumuldur_fevzi_cakmak,2,1,85,11,0,12000
999,izmir,bayrakli,r_sevket_ince,2,1,100,16,1,12000
1000,izmir,konak,alsancak,3,1,160,26,2,25000
1001,izmir,konak,alsancak,3,1,145,25,3,20000
1003,izmir,buca,efeler,3,1,150,18,3,25000
1005,izmir,menemen,9_eylul,3,1,135,3,1,16000
1006,izmir,odemis,ataturk,3,1,130,25,4,7500
1007,izmir,urla,ataturk,3,1,140,40,2,31000
1008,izmir,karabaglar,doganay,1,1,30,25,1,9000
1009,izmir,karsiyaka,mavisehir,1,1,76,4,5,32000
1012,izmir,menemen,ataturk,3,1,140,0,6,16000
1013,izmir,karsiyaka,inonu,2,1,100,8,0,7500
1014,izmir,karabaglar,general_kazim_ozalp,3,1,120,35,1,9500
1015,izmir,karsiyaka,bostanli,3,1,150,32,2,33000
1016,izmir,konak,murat_reis,2,1,95,31,1,15000
1017,izmir,bornova,inonu,1,1,45,10,5,13000
1018,izmir,konak,alsancak,2,1,95,21,1,19000
1019,izmir,urla,ozbek,3,1,120,16,0,21000
1020,izmir,cigli,egekent,3,1,110,15,0,10000
1022,izmir,seferihisar,colak_ibrahim_bey,2,1,95,5,5,12000
1023,izmir,bornova,kazimdirik,1,1,55,7,6,23000
1024,izmir,bornova,inonu,3,1,140,21,2,17000
1025,izmir,konak,kahramanlar,1,1,45,4,1,18000
1026,izmir,bornova,kizilay,2,1,85,5,1,11500
1027,izmir,karsiyaka,atakent,3,1,140,35,5,27500
1028,izmir,karsiyaka,bostanli,3,1,165,26,1,27000
1029,izmir,cigli,kucuk_cigli,2,1,72,0,3,15500
1031,izmir,menemen,gazi_mustafa_kemal,1,1,55,2,2,12000
1032,izmir,buca,kurucesme,1,1,42,4,1,10000
1033,izmir,gaziemir,atifbey,2,1,115,11,3,22000
1034,izmir,foca,kazim_dirik,1,1,65,0,3,15000
1035,izmir,karsiyaka,semikler,2,1,90,5,3,18000
1036,izmir,buca,adatepe,1,1,50,5,3,11000
1037,izmir,konak,tinaztepe,2,1,100,25,2,15000
1038,izmir,buca,kurucesme,1,1,60,5,6,10000
1040,izmir,karabaglar,doganay,3,1,130,35,1,12500
1041,izmir,konak,murat_reis,3,1,125,35,4,18000
1042,izmir,karsiyaka,imbatli,2,1,90,7,3,20000
1043,izmir,guzelbahce,yali,3,1,120,21,3,25000
1044,izmir,buca,baris,1,1,50,3,2,12000
1045,izmir,menderes,ozdere_cumhuriyet,2,1,80,20,1,12000
1047,izmir,bayrakli,adalet,2,1,100,35,2,15000
1048,izmir,karsiyaka,semikler,2,1,70,5,1,19500
1050,izmir,foca,cumhuriyet,3,1,150,25,2,30000
1053,izmir,karsiyaka,zubeyde_hanim,3,1,120,25,0,16000
1054,izmir,bornova,ataturk,3,1,120,26,1,13500
1055,izmir,bornova,barbaros,2,1,120,18,2,15000
1058,izmir,bornova,kazimdirik,3,1,130,17,1,25000
1059,izmir,odemis,hurriyet,2,1,100,20,4,8500
1060,izmir,karabaglar,esenyali,3,1,115,35,2,15000
1061,izmir,bayrakli,mansuroglu,3,1,105,31,3,15000
1062,izmir,urla,gulbahce,2,1,70,6,1,27500
1063,izmir,konak,kultur,2,1,85,31,2,20000
1064,izmir,karsiyaka,yali,3,1,130,0,2,41000
1065,izmir,buca,camlikule,2,1,145,16,1,11500
1067,izmir,karsiyaka,ornekkoy,2,1,90,5,3,18000
1069,izmir,menderes,cuneytbey,2,1,135,0,3,30000
1070,izmir,karsiyaka,bostanli,2,1,90,30,1,26000
1071,izmir,konak,alsancak,3,1,130,25,2,29000
1072,izmir,buca,menderes,2,1,95,19,1,14700
1073,izmir,karsiyaka,imbatli,2,1,100,0,4,18000
1074,izmir,buca,yesilbaglar,1,1,119,8,4,10000
1075,izmir,gaziemir,sevgi,2,1,93,26,2,22000
1077,izmir,konak,zafertepe,3,1,110,5,2,18500
1078,izmir,seferihisar,sigacik,1,1,55,0,2,25000
1079,izmir,konak,cankaya,3,1,145,43,4,20000
1080,izmir,buca,laleli,3,1,130,26,2,15000
1081,izmir,torbali,fevzi_cakmak,4,1,170,10,3,17000
1082,izmir,bornova,ergene,2,1,85,7,0,12500
1083,izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,11,5,14000
1085,izmir,konak,alsancak,2,1,95,31,3,18000
1086,izmir,buca,guven,3,1,170,20,2,20000
1087,izmir,narlidere,limanreis,3,1,150,26,0,32000
1088,izmir,karabaglar,esentepe,4,1,210,14,4,30000
1089,izmir,cigli,inonu,3,1,156,8,1,20000
1090,izmir,cigli,evka_6,3,1,105,24,3,12000
1091,izmir,bornova,mevlana,2,1,90,8,2,18000
1093,izmir,bornova,inonu,3,1,125,25,2,16000
1094,izmir,cigli,balatcik,1,1,55,5,2,14100
1097,izmir,buca,ataturk,4,1,160,5,2,15000
1099,izmir,menemen,yahselli,2,1,95,10,3,9000
1102,izmir,karsiyaka,bostanli,3,1,120,35,3,20000
1103,izmir,menemen,villakent,1,1,65,2,0,11000
1104,izmir,karsiyaka,yali,1,1,55,5,3,21000
1105,izmir,buca,menderes,1,1,55,4,1,16250
1107,izmir,bornova,erzene,3,1,125,26,3,20000
1108,izmir,buca,dicle,2,1,100,25,1,11000
1109,izmir,bornova,kazimdirik,3,1,130,30,0,16000
1110,izmir,karabaglar,bahcelievler,2,1,73,0,2,17000
1111,izmir,menemen,inonu,1,1,63,6,1,12500
1112,izmir,karsiyaka,bostanli,3,1,160,35,0,24000
1114,izmir,konak,goztepe,3,1,110,35,-2,13000
1115,izmir,karsiyaka,bostanli,2,1,110,29,1,18000
1116,izmir,bornova,evka_4,2,1,95,0,1,20000
1117,izmir,karabaglar,esenyali,2,1,95,27,1,15000
1118,izmir,balcova,teleferik,1,1,91,15,0,20000
1119,izmir,karsiyaka,alaybey,3,1,180,40,5,36500
1120,izmir,bayrakli,bayrakli,2,1,110,18,2,15000
1121,izmir,urla,ataturk,2,1,95,5,0,26000
1122,izmir,bornova,erzene,3,1,110,30,4,15000
1123,izmir,karsiyaka,dedebasi,1,1,65,2,0,25000
1124,izmir,bornova,inonu,2,1,155,10,5,20000
1125,izmir,karabaglar,salih_omurtak,3,1,130,22,2,10000
1126,izmir,balcova,onur,3,1,140,5,2,35000
1128,izmir,karabaglar,yurdoglu,3,1,120,25,6,13500
1130,izmir,menemen,esatpasa,3,1,120,30,1,15500
1133,izmir,konak,alsancak,2,1,95,25,1,19000
1134,izmir,karsiyaka,aksoy,2,1,100,35,3,13500
1135,izmir,buca,adatepe,2,1,115,5,4,20000
1136,izmir,karsiyaka,inonu,1,1,53,11,2,19500
1137,izmir,karabaglar,bahcelievler,2,1,85,3,2,25000
1138,izmir,cigli,guzeltepe,2,1,75,15,0,6500
1139,izmir,karsiyaka,inonu,1,1,47,15,6,17950
1140,izmir,bornova,kazimdirik,1,1,64,5,4,16000
1141,izmir,cigli,atasehir,2,1,84,3,2,30000
1142,izmir,karsiyaka,nergiz,3,1,115,26,2,17000
1143,izmir,konak,murat_reis,1,1,48,35,1,12000
1144,izmir,buca,firat,2,1,100,30,3,20000
1145,izmir,bornova,erzene,3,1,110,25,3,15000
1146,izmir,tire,hurriyet,1,1,60,4,3,10900
1147,izmir,buca,inkilap,2,1,85,3,1,15000
1149,izmir,odemis,suleyman_demirel,3,1,145,5,0,17500
1151,izmir,buca,yildiz,2,1,120,21,3,12000
1153,izmir,karsiyaka,nergiz,2,1,85,21,5,18000
1155,izmir,buca,kozagac,3,1,130,20,0,22500
1156,izmir,foca,haciveli,2,1,75,21,2,10000
1157,izmir,buca,yaylacik,1,1,45,3,3,12000
1158,izmir,foca,kazim_dirik,3,1,130,5,2,14500
1159,izmir,konak,gunesli,3,1,125,25,2,25000
1160,izmir,buca,kurucesme,2,1,75,4,1,20000
1161,izmir,buca,hurriyet,2,1,85,0,3,18000
1162,izmir,konak,kahramanlar,2,1,90,25,3,17000
1163,izmir,karsiyaka,semikler,2,1,110,11,4,25000
1164,izmir,gaziemir,gazi,3,1,145,5,1,28000
1165,izmir,menderes,gumuldur_fevzi_cakmak,2,1,85,5,3,25000
1167,izmir,torbali,torbali,2,1,90,5,3,13000
1168,izmir,menemen,29_ekim,3,1,150,11,1,15000
1169,izmir,bornova,erzene,1,1,65,5,5,25000
1170,izmir,menemen,kasimpasa,3,1,110,11,2,17500
1171,izmir,konak,guzelyali,3,1,120,31,4,17500
1172,izmir,bornova,kazimdirik,2,1,68,0,5,32000
1173,izmir,buca,guven,2,1,90,30,4,14000
1174,izmir,balcova,onur,3,1,150,25,3,20000
1176,izmir,menemen,esatpasa,3,1,155,15,3,15000
1178,izmir,balcova,cetin_emec,3,1,145,21,2,25000
1179,izmir,bornova,mevlana,1,1,55,7,1,14000
1180,izmir,cesme,alacati,3,1,130,16,-2,26000
1181,izmir,karsiyaka,bahcelievler,2,1,90,30,3,15000
1182,izmir,konak,turgut_reis,3,1,120,40,1,17000
1183,izmir,bayrakli,alpaslan,2,1,80,0,1,12000
1184,izmir,buca,kozagac,2,1,80,4,4,16000
1185,izmir,bayrakli,emek,1,1,100,11,2,12000
1186,izmir,karabaglar,basin_sitesi,3,1,130,32,1,25000
1187,izmir,konak,guzelyali,2,1,80,35,1,15000
1188,izmir,narlidere,narli,3,1,130,25,3,19000
1189,izmir,seferihisar,sigacik,1,1,55,0,1,20000
1191,izmir,buca,kozagac,1,1,50,0,4,10500
1192,izmir,menemen,9_eylul,3,1,160,7,6,25000
1193,izmir,konak,barbaros,3,1,170,40,3,42500
1195,izmir,bayrakli,osmangazi,2,1,100,30,3,14500
1196,izmir,balcova,onur,3,1,120,25,4,18000
1197,izmir,buca,yildiz,1,1,50,5,5,8750
1198,izmir,karsiyaka,nergiz,1,1,60,4,1,25000
1200,izmir,konak,kultur,3,1,130,29,2,24000
1203,izmir,bornova,ataturk,2,1,80,30,1,12500
1204,izmir,bayrakli,mansuroglu,3,1,120,26,2,20000
1205,izmir,karsiyaka,bahcelievler,2,1,115,21,6,17000
1206,izmir,seferihisar,turabiye,2,1,130,8,5,15000
1208,izmir,konak,mithatpasa,2,1,85,5,1,12000
1211,izmir,karsiyaka,imbatli,1,1,50,6,3,16500
1214,izmir,menemen,kasimpasa,3,1,125,12,3,15000
1215,izmir,balcova,cetin_emec,2,1,100,22,4,25000
1216,izmir,konak,akin_simav,4,1,180,27,2,60000
